part,lesson,section,title,cid,url,duration_seconds,file,sha256,transcript_status,review_status
63,,supplement,职业编剧怎么用ai写剧本,30110452996,https://www.bilibili.com/video/BV1eE411F73t/?p=63,1853.884558,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/职业编剧怎么用ai写剧本.mp4,e8a0cce7392a0e7b334644569ce766a65f96d9c487e52f33b53be53d88890266,machine_transcribed,full_machine_transcript_read_not_full_listen
64,,supplement,如何写好单场戏，让每一集都有钩子？,26532774570,https://www.bilibili.com/video/BV1eE411F73t/?p=64,2708.751859,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/如何写好单场戏，让每一集都有钩子？.mp4,a5fec8e260dc6770cd43873e873cc7d4a6a8fdcbafdfe8fc067456af4a13f61c,machine_transcribed,full_machine_transcript_read_not_full_listen
65,,supplement,编剧的第一性原理,28739110936,https://www.bilibili.com/video/BV1eE411F73t/?p=65,2366.489274,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧的第一性原理.mp4,449fa78c61e242f8cf12b0f13cb3758a1dd23179fb8deb553e62d21995b75d34,machine_transcribed,full_machine_transcript_read_not_full_listen
66,,supplement,写了剧本怎么投稿,31421369184,https://www.bilibili.com/video/BV1eE411F73t/?p=66,3781.600726,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/写了剧本怎么投稿.mp4,4b26ad960171ee1f171ca512b6682f6f4c3ade24eb07e6033289690d6f2d704f,machine_transcribed,full_machine_transcript_read_not_full_listen
67,,supplement,编剧库3.0大升级来了！快来参与普查，订单主动找你对接,33428148085,https://www.bilibili.com/video/BV1eE411F73t/?p=67,127.105805,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧库3.0大升级来了！快来参与普查，订单主动找你对接.mp4,b8c50d3d6b4954166ed183234239923f9e6d6efc253f371edbf6f399ab2d4ec0,machine_transcribed,full_machine_transcript_read_not_full_listen
68,,supplement,无论看多少次都觉得超级！无敌！治愈！《玩具总动员》拉片解读，独特视角（一）,26225279963,https://www.bilibili.com/video/BV1eE411F73t/?p=68,2348.981179,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/无论看多少次都觉得超级！无敌！治愈！《玩具总动员》拉片解读，独特视角（一）.mp4,af72ac798c554c74ff29ccdaf3b4797c6232a77c3dddc0d42fd0313531e2787b,machine_transcribed,full_machine_transcript_read_not_full_listen
69,,supplement,【编剧视角拉片】保姆级拆解《玩具总动员》看完你也能复刻！（二）,26255689411,https://www.bilibili.com/video/BV1eE411F73t/?p=69,1157.377211,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/【编剧视角拉片】保姆级拆解《玩具总动员》看完你也能复刻！（二）.mp4,182b72f7d8ea206a52016f1a1e77e9a56eb4f6d079c18116b5a663b38d555cdd,machine_transcribed,full_machine_transcript_read_not_full_listen
70,,supplement,【编剧拉片】麻花喜剧巅峰神作！《夏洛特烦恼》逐帧分析创作思路，颠覆你的认知！（一）,26314736392,https://www.bilibili.com/video/BV1eE411F73t/?p=70,1852.607234,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/【编剧拉片】麻花喜剧巅峰神作！《夏洛特烦恼》逐帧分析创作思路，颠覆你的认知！（一）.mp4,04d64c047198445db52cc50a7f3019ee74b269d35d3ac0a4e9cd4a8ce7b2b86b,machine_transcribed,full_machine_transcript_read_not_full_listen
71,,supplement,编剧视角拉片《夏洛特烦恼》逐帧分析创作思路！全程干货拉满！（二））,29819406039,https://www.bilibili.com/video/BV1eE411F73t/?p=71,1143.44542,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《夏洛特烦恼》逐帧分析创作思路！全程干货拉满！（二））.mp4,710425654af931bf89fb1426f13cf8505480a06f430a55bd147fcd8adc40c384,machine_transcribed,full_machine_transcript_read_not_full_listen
72,,supplement,【专业编剧带你拉片】科幻神作！细读《星际穿越》，爱是唯一可以超越时间与空间的事,26454394257,https://www.bilibili.com/video/BV1eE411F73t/?p=72,3136.742902,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/【专业编剧带你拉片】科幻神作！细读《星际穿越》，爱是唯一可以超越时间与空间的事.mp4,8116f583120ffde48080157495b0d74c3a994677b25c7b3998da58445216bcf5,machine_transcribed,full_machine_transcript_read_not_full_listen
73,,supplement,编剧视角拉片《无间道》，双雄戏悬疑戏跟它学就对了！,27089243632,https://www.bilibili.com/video/BV1eE411F73t/?p=73,4221.813492,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《无间道》，双雄戏悬疑戏跟它学就对了！.mp4,5d3f507074cbdb14f9e8aa791658bd3e24b63d4c45737603b09a560021165169,machine_transcribed,full_machine_transcript_read_not_full_listen
74,,supplement,编剧视角拉片《保你平安》集结喜剧半壁江山，大鹏黑马口碑喜剧,27089765971,https://www.bilibili.com/video/BV1eE411F73t/?p=74,2681.282608,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《保你平安》集结喜剧半壁江山，大鹏黑马口碑喜剧.mp4,57894f2128a78ef730b5da1112bab3d058dce964731b8aa98056ee44d8fb0dfb,machine_transcribed,full_machine_transcript_read_not_full_listen
75,,supplement,编剧视角拉片《男妇女主任》小品型电影看完你就会写了！,27433699594,https://www.bilibili.com/video/BV1eE411F73t/?p=75,1596.374535,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《男妇女主任》小品型电影看完你就会写了！.mp4,574db593645d04ba4d0f79c6d25ce3c2d51f8fd7ada7afc4e2aa50e5cab8eb37,machine_transcribed,full_machine_transcript_read_not_full_listen
76,,supplement,《哪吒2》为啥这么爆？查理老师新年第一讲，一起写好中国故事！,28280883637,https://www.bilibili.com/video/BV1eE411F73t/?p=76,2175.853061,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/《哪吒2》为啥这么爆？查理老师新年第一讲，一起写好中国故事！.mp4,17760c42c314c97028300291f7affa4e832af2cab33489e03b90bcde4d1f82b8,machine_transcribed,full_machine_transcript_read_not_full_listen
77,,supplement,编剧视角拉片《闻香识女人》两个截然不同的灵魂在困境中相互救赎!,29816391796,https://www.bilibili.com/video/BV1eE411F73t/?p=77,4321.172086,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《闻香识女人》两个截然不同的灵魂在困境中相互救赎!.mp4,5404854a0abc1bb04b5edf4650663402c69704a38afc4644b0391286503b5fb9,machine_transcribed,full_machine_transcript_read_not_full_listen
78,,supplement,编剧视角拉片《猩球崛起》，人猿对战背后的隐喻！,29816848633,https://www.bilibili.com/video/BV1eE411F73t/?p=78,3363.439977,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《猩球崛起》，人猿对战背后的隐喻！.mp4,13f427bb3cb9ad4a1b7f3cf1a3627175ed97f93368345ff83ef1104356be1766,machine_transcribed,full_machine_transcript_read_not_full_listen
79,,supplement,编剧视角拉片《幸福终点站》等待未必是坏事，在等待中寻找生活的转机！,29817176838,https://www.bilibili.com/video/BV1eE411F73t/?p=79,3451.443764,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《幸福终点站》等待未必是坏事，在等待中寻找生活的转机！.mp4,faba9414bec4cbb8d652fd3c67579f8b1a4edc77195fc4ce554f80368d364933,machine_transcribed,full_machine_transcript_read_not_full_listen
80,,supplement,编剧视角拉片经典传记片《华尔街之狼》,29818162710,https://www.bilibili.com/video/BV1eE411F73t/?p=80,2670.3,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片经典传记片《华尔街之狼》.mp4,6cc1df30ee18f0a073da3d282a97469a43abb61f5693b46805d058ef43deb27b,machine_transcribed,full_machine_transcript_read_not_full_listen
81,,supplement,编剧视角拉片《蝴蝶效应》！反转 结构 悬疑 脑洞...这部电影值得你再刷N遍,29818619846,https://www.bilibili.com/video/BV1eE411F73t/?p=81,3142.989297,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《蝴蝶效应》！反转 结构 悬疑 脑洞...这部电影值得你再刷N遍.mp4,95a24a987c9ccb696791ea6c07c846456f31382b071c0171d1cac145b1f8a355,machine_transcribed,full_machine_transcript_read_not_full_listen
82,,supplement,编剧视角拉片《小丑》从内耗走向癫狂，从边缘跨上“神坛”「影史现象级」是怎样炼成的？,29819538208,https://www.bilibili.com/video/BV1eE411F73t/?p=82,2604.378163,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《小丑》从内耗走向癫狂，从边缘跨上“神坛”「影史现象级」是怎样炼成的？.mp4,f565a0ae77e0f035713a8b8b07ae55f501b259706937deabc6eed28fc98c3f50,machine_transcribed,full_machine_transcript_read_not_full_listen
83,,supplement,编剧视角拉片《危情时速》：神级叙事+真实事件改编，影视从业者不可错过的一部电影！,29820388979,https://www.bilibili.com/video/BV1eE411F73t/?p=83,2886.338639,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《危情时速》：神级叙事+真实事件改编，影视从业者不可错过的一部电影！.mp4,c2fd6383538bd3597079249d09430ec5953dc2cd995cb837b2eb270afe620b3c,machine_transcribed,full_machine_transcript_read_not_full_listen
84,,supplement,编剧视角拉片是枝裕和《比海更深》：文艺片的“克制叙事”高级在哪？怎么学？,29820649585,https://www.bilibili.com/video/BV1eE411F73t/?p=84,2777.552925,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片是枝裕和《比海更深》：文艺片的“克制叙事”高级在哪？怎么学？.mp4,a346623d55647e4853f2258416a2aaebd05103eedb478b947d7bda5f791cdc00,machine_transcribed,full_machine_transcript_read_not_full_listen
85,,supplement,编剧视角拉片烧脑神作《致命ID》,29820912258,https://www.bilibili.com/video/BV1eE411F73t/?p=85,2264.901769,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片烧脑神作《致命ID》.mp4,48dcb253d177c60ff680abf368c8c2ad6e6318361ab0d13282ecef9f98207d5e,machine_transcribed,full_machine_transcript_read_not_full_listen
86,,supplement,编剧视角拉片《生死狙击》！男频爽片创作要点,29821110472,https://www.bilibili.com/video/BV1eE411F73t/?p=86,1421.179841,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《生死狙击》！男频爽片创作要点.mp4,5b12c1114b335a2612d499cbfb9eb09166e4f42ba010d9b9d0943e07d2f57661,machine_transcribed,full_machine_transcript_read_not_full_listen
87,,supplement,编剧视角拉片《千与千寻》！,29821305201,https://www.bilibili.com/video/BV1eE411F73t/?p=87,1634.873515,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《千与千寻》！.mp4,86138efd14d3e2a109af6051487f6ad03e445e3c025fc53cccf7a2bd1d16c2fc,machine_transcribed,full_machine_transcript_read_not_full_listen
88,,supplement,编剧视角拉片《摔跤吧爸爸》9分励志体育佳作，为苦难中的亿万女性发声！,29821437004,https://www.bilibili.com/video/BV1eE411F73t/?p=88,1969.07898,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《摔跤吧爸爸》9分励志体育佳作，为苦难中的亿万女性发声！.mp4,955d4738354aa73e04906979b2a888703a012fbbbb9be861eff3f86d99369cfc,machine_transcribed,full_machine_transcript_read_not_full_listen
89,,supplement,编剧视角拉片韩国喜剧【金氏漂流记】两个孤独灵魂的相互救赎！,29817505131,https://www.bilibili.com/video/BV1eE411F73t/?p=89,4743.84576,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片韩国喜剧【金氏漂流记】两个孤独灵魂的相互救赎！.mp4,8876ed2a3fdc79492c27dd0036bb9dda9b20edcd686590f9723a61b1682c6d19,machine_transcribed,full_machine_transcript_read_not_full_listen
90,,supplement,编剧视角拉片励志电影《肖申克的救赎》一,29821570920,https://www.bilibili.com/video/BV1eE411F73t/?p=90,1036.586984,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片励志电影《肖申克的救赎》一.mp4,795a8c00726c926edfb9f4415c18e0ac18c98063c72c8e3fbcb65db0f5cc303a,machine_transcribed,full_machine_transcript_read_not_full_listen
91,,supplement,编剧视角拉片励志电影《肖申克的救赎》二,29821699723,https://www.bilibili.com/video/BV1eE411F73t/?p=91,1914.117234,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片励志电影《肖申克的救赎》二.mp4,a0ca60f747f83177740f65f4324b16e309b47a8e2e9b50567a1c9bfa4cdde2e0,machine_transcribed,full_machine_transcript_read_not_full_listen
92,,supplement,编剧视角拉片励志电影《肖申克的救赎》三,29821895749,https://www.bilibili.com/video/BV1eE411F73t/?p=92,2631.313379,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片励志电影《肖申克的救赎》三.mp4,10823ca6ddea05c147103f7a54aa9d1ff08255a0ae804bf1c9c466bcb2c40e10,machine_transcribed,full_machine_transcript_read_not_full_listen
