part,cid,title,duration_seconds,actual_duration_seconds,state,file,bytes,sha256,independent_subtitles,url
65,28739110936,编剧的第一性原理,2367,2366.489274,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧的第一性原理.mp4,85631217,449fa78c61e242f8cf12b0f13cb3758a1dd23179fb8deb553e62d21995b75d34,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=65
66,31421369184,写了剧本怎么投稿,3782,3781.600726,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/写了剧本怎么投稿.mp4,145837262,4b26ad960171ee1f171ca512b6682f6f4c3ade24eb07e6033289690d6f2d704f,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=66
67,33428148085,编剧库3.0大升级来了！快来参与普查，订单主动找你对接,128,127.105805,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧库3.0大升级来了！快来参与普查，订单主动找你对接.mp4,4272063,b8c50d3d6b4954166ed183234239923f9e6d6efc253f371edbf6f399ab2d4ec0,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=67
68,26225279963,无论看多少次都觉得超级！无敌！治愈！《玩具总动员》拉片解读，独特视角（一）,2350,2348.981179,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/无论看多少次都觉得超级！无敌！治愈！《玩具总动员》拉片解读，独特视角（一）.mp4,104348798,af72ac798c554c74ff29ccdaf3b4797c6232a77c3dddc0d42fd0313531e2787b,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=68
69,26255689411,【编剧视角拉片】保姆级拆解《玩具总动员》看完你也能复刻！（二）,1158,1157.377211,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/【编剧视角拉片】保姆级拆解《玩具总动员》看完你也能复刻！（二）.mp4,67281033,182b72f7d8ea206a52016f1a1e77e9a56eb4f6d079c18116b5a663b38d555cdd,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=69
70,26314736392,【编剧拉片】麻花喜剧巅峰神作！《夏洛特烦恼》逐帧分析创作思路，颠覆你的认知！（一）,1853,1852.607234,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/【编剧拉片】麻花喜剧巅峰神作！《夏洛特烦恼》逐帧分析创作思路，颠覆你的认知！（一）.mp4,95714768,04d64c047198445db52cc50a7f3019ee74b269d35d3ac0a4e9cd4a8ce7b2b86b,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=70
71,29819406039,编剧视角拉片《夏洛特烦恼》逐帧分析创作思路！全程干货拉满！（二））,1144,1143.44542,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《夏洛特烦恼》逐帧分析创作思路！全程干货拉满！（二））.mp4,58171584,710425654af931bf89fb1426f13cf8505480a06f430a55bd147fcd8adc40c384,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=71
72,26454394257,【专业编剧带你拉片】科幻神作！细读《星际穿越》，爱是唯一可以超越时间与空间的事,3137,3136.742902,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/【专业编剧带你拉片】科幻神作！细读《星际穿越》，爱是唯一可以超越时间与空间的事.mp4,121442267,8116f583120ffde48080157495b0d74c3a994677b25c7b3998da58445216bcf5,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=72
73,27089243632,编剧视角拉片《无间道》，双雄戏悬疑戏跟它学就对了！,4222,4221.813492,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《无间道》，双雄戏悬疑戏跟它学就对了！.mp4,128695912,5d3f507074cbdb14f9e8aa791658bd3e24b63d4c45737603b09a560021165169,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=73
74,27089765971,编剧视角拉片《保你平安》集结喜剧半壁江山，大鹏黑马口碑喜剧,2682,2681.282608,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《保你平安》集结喜剧半壁江山，大鹏黑马口碑喜剧.mp4,109402971,57894f2128a78ef730b5da1112bab3d058dce964731b8aa98056ee44d8fb0dfb,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=74
75,27433699594,编剧视角拉片《男妇女主任》小品型电影看完你就会写了！,1597,1596.374535,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《男妇女主任》小品型电影看完你就会写了！.mp4,100661001,574db593645d04ba4d0f79c6d25ce3c2d51f8fd7ada7afc4e2aa50e5cab8eb37,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=75
76,28280883637,《哪吒2》为啥这么爆？查理老师新年第一讲，一起写好中国故事！,2176,2175.853061,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/《哪吒2》为啥这么爆？查理老师新年第一讲，一起写好中国故事！.mp4,77473294,17760c42c314c97028300291f7affa4e832af2cab33489e03b90bcde4d1f82b8,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=76
77,29816391796,编剧视角拉片《闻香识女人》两个截然不同的灵魂在困境中相互救赎!,4322,4321.172086,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《闻香识女人》两个截然不同的灵魂在困境中相互救赎!.mp4,142492402,5404854a0abc1bb04b5edf4650663402c69704a38afc4644b0391286503b5fb9,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=77
78,29816848633,编剧视角拉片《猩球崛起》，人猿对战背后的隐喻！,3364,3363.439977,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《猩球崛起》，人猿对战背后的隐喻！.mp4,127033731,13f427bb3cb9ad4a1b7f3cf1a3627175ed97f93368345ff83ef1104356be1766,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=78
79,29817176838,编剧视角拉片《幸福终点站》等待未必是坏事，在等待中寻找生活的转机！,3452,3451.443764,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《幸福终点站》等待未必是坏事，在等待中寻找生活的转机！.mp4,181162557,faba9414bec4cbb8d652fd3c67579f8b1a4edc77195fc4ce554f80368d364933,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=79
80,29818162710,编剧视角拉片经典传记片《华尔街之狼》,2671,2670.3,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片经典传记片《华尔街之狼》.mp4,111010292,6cc1df30ee18f0a073da3d282a97469a43abb61f5693b46805d058ef43deb27b,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=80
81,29818619846,编剧视角拉片《蝴蝶效应》！反转 结构 悬疑 脑洞...这部电影值得你再刷N遍,3144,3142.989297,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《蝴蝶效应》！反转 结构 悬疑 脑洞...这部电影值得你再刷N遍.mp4,138294007,95a24a987c9ccb696791ea6c07c846456f31382b071c0171d1cac145b1f8a355,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=81
82,29819538208,编剧视角拉片《小丑》从内耗走向癫狂，从边缘跨上“神坛”「影史现象级」是怎样炼成的？,2605,2604.378163,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《小丑》从内耗走向癫狂，从边缘跨上“神坛”「影史现象级」是怎样炼成的？.mp4,108751751,f565a0ae77e0f035713a8b8b07ae55f501b259706937deabc6eed28fc98c3f50,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=82
83,29820388979,编剧视角拉片《危情时速》：神级叙事+真实事件改编，影视从业者不可错过的一部电影！,2887,2886.338639,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《危情时速》：神级叙事+真实事件改编，影视从业者不可错过的一部电影！.mp4,139821845,c2fd6383538bd3597079249d09430ec5953dc2cd995cb837b2eb270afe620b3c,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=83
84,29820649585,编剧视角拉片是枝裕和《比海更深》：文艺片的“克制叙事”高级在哪？怎么学？,2778,2777.552925,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片是枝裕和《比海更深》：文艺片的“克制叙事”高级在哪？怎么学？.mp4,100186181,a346623d55647e4853f2258416a2aaebd05103eedb478b947d7bda5f791cdc00,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=84
85,29820912258,编剧视角拉片烧脑神作《致命ID》,2265,2264.901769,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片烧脑神作《致命ID》.mp4,84254295,48dcb253d177c60ff680abf368c8c2ad6e6318361ab0d13282ecef9f98207d5e,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=85
86,29821110472,编剧视角拉片《生死狙击》！男频爽片创作要点,1422,1421.179841,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《生死狙击》！男频爽片创作要点.mp4,86544386,5b12c1114b335a2612d499cbfb9eb09166e4f42ba010d9b9d0943e07d2f57661,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=86
87,29821305201,编剧视角拉片《千与千寻》！,1635,1634.873515,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《千与千寻》！.mp4,75933311,86138efd14d3e2a109af6051487f6ad03e445e3c025fc53cccf7a2bd1d16c2fc,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=87
88,29821437004,编剧视角拉片《摔跤吧爸爸》9分励志体育佳作，为苦难中的亿万女性发声！,1970,1969.07898,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片《摔跤吧爸爸》9分励志体育佳作，为苦难中的亿万女性发声！.mp4,84133585,955d4738354aa73e04906979b2a888703a012fbbbb9be861eff3f86d99369cfc,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=88
89,29817505131,编剧视角拉片韩国喜剧【金氏漂流记】两个孤独灵魂的相互救赎！,4744,4743.84576,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片韩国喜剧【金氏漂流记】两个孤独灵魂的相互救赎！.mp4,209286197,8876ed2a3fdc79492c27dd0036bb9dda9b20edcd686590f9723a61b1682c6d19,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=89
90,29821570920,编剧视角拉片励志电影《肖申克的救赎》一,1037,1036.586984,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片励志电影《肖申克的救赎》一.mp4,30426927,795a8c00726c926edfb9f4415c18e0ac18c98063c72c8e3fbcb65db0f5cc303a,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=90
91,29821699723,编剧视角拉片励志电影《肖申克的救赎》二,1915,1914.117234,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片励志电影《肖申克的救赎》二.mp4,61232418,a0ca60f747f83177740f65f4324b16e309b47a8e2e9b50567a1c9bfa4cdde2e0,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=91
92,29821895749,编剧视角拉片励志电影《肖申克的救赎》三,2632,2631.313379,verified,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/编剧视角拉片励志电影《肖申克的救赎》三.mp4,74862208,10823ca6ddea05c147103f7a54aa9d1ff08255a0ae804bf1c9c466bcb2c40e10,not_retrieved_in_anonymous_download,https://www.bilibili.com/video/BV1eE411F73t/?p=92
